year,month,day,agencyid,servicedate,routeid,runid,tripstart,direction,stopsequencenr,stopid,stopnameshort,stopname,vehicletypeshort,vehicletype,vehiclenumber,passengerboardingtrip,passengeralightingtrip,passengerdifferencetrip,passengerboardingstop,passengeralightingstop,passengerloadstop
12,10,1,VBZ,20121001,10,12,37482,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,131,131,0,0,2,47
12,10,1,VBZ,20121001,10,12,27582,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,312,312,0,5,0,126
12,10,1,VBZ,20121001,10,12,62862,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,205,205,0,0,7,49
12,10,1,VBZ,20121001,10,17,58410,1,15,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3065,87,87,0,3,2,53
12,10,1,VBZ,20121001,10,12,72372,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,75,75,0,4,3,13
12,10,1,VBZ,20121001,10,12,57162,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,106,106,0,0,0,21
12,10,1,VBZ,20121001,10,12,22062,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,107,107,0,5,2,58
12,10,1,VBZ,20121001,10,17,66762,1,15,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3065,163,163,0,2,7,42
12,10,1,VBZ,20121001,10,12,87360,1,16,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,13,13,0,0,0,3
12,10,1,VBZ,20121001,10,12,72372,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,75,75,0,1,5,9
12,10,1,VBZ,20121001,10,12,47382,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,216,216,0,13,6,74
12,10,1,VBZ,20121001,10,12,57162,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,106,106,0,9,6,24
12,10,1,VBZ,20121001,10,17,66762,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3065,163,163,0,9,14,37
12,10,1,VBZ,20121001,10,12,22062,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,107,107,0,1,8,51
12,10,1,VBZ,20121001,10,12,62862,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,205,205,0,6,14,41
12,10,1,VBZ,20121001,10,17,58410,1,16,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3065,87,87,0,3,8,48
12,10,1,VBZ,20121001,10,12,82272,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,41,41,0,0,1,11
12,10,1,VBZ,20121001,10,12,37482,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,131,131,0,9,6,50
12,10,1,VBZ,20121001,10,12,27582,1,16,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,312,312,0,41,17,150
12,10,1,VBZ,20121001,10,12,82272,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,41,41,0,2,0,13
12,10,1,VBZ,20121001,10,12,27582,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,312,312,0,6,46,110
12,10,1,VBZ,20121001,10,12,72372,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,75,75,0,2,1,10
12,10,1,VBZ,20121001,10,12,87360,1,17,413,BQUA,"ZÃ¼rich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3066,13,13,0,2,0,5
12,10,1,VBZ,20121001,10,12,62862,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,205,205,0,6,3,44
12,10,1,VBZ,20121001,10,12,57162,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,106,106,0,12,2,34
12,10,1,VBZ,20121001,10,17,66762,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3065,163,163,0,7,3,41
12,10,1,VBZ,20121001,10,17,58410,1,17,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3065,87,87,0,0,48,0
12,10,1,VBZ,20121001,10,12,22062,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,107,107,0,2,2,51
12,10,1,VBZ,20121001,10,12,37482,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,131,131,0,2,6,46
12,10,1,VBZ,20121001,10,12,47382,1,17,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,216,216,0,11,11,74
12,10,1,VBZ,20121001,10,12,37482,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,131,131,0,0,5,41
12,10,1,VBZ,20121001,10,12,22062,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,107,107,0,0,1,50
12,10,1,VBZ,20121001,10,12,27582,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,312,312,0,7,2,115
12,10,1,VBZ,20121001,10,12,87360,1,18,2395,SIHL,"ZÃ¼rich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3066,13,13,0,0,0,5
12,10,1,VBZ,20121001,10,12,82272,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,41,41,0,0,3,10
12,10,1,VBZ,20121001,10,12,72372,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,75,75,0,1,1,10
12,10,1,VBZ,20121001,10,17,66762,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3065,163,163,0,1,0,42
12,10,1,VBZ,20121001,10,12,47382,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,216,216,0,9,0,83
12,10,1,VBZ,20121001,10,12,62862,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,205,205,0,2,2,44
12,10,1,VBZ,20121001,10,12,57162,1,18,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,106,106,0,0,0,34
12,10,1,VBZ,20121001,10,12,27582,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,312,312,0,4,4,115
12,10,1,VBZ,20121001,10,12,72372,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,75,75,0,0,1,9
12,10,1,VBZ,20121001,10,12,47382,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,216,216,0,4,1,86
12,10,1,VBZ,20121001,10,12,57162,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,106,106,0,0,0,34
12,10,1,VBZ,20121001,10,12,37482,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,131,131,0,1,0,42
12,10,1,VBZ,20121001,10,17,66762,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3065,163,163,0,2,4,40
12,10,1,VBZ,20121001,10,12,22062,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,107,107,0,1,0,51
12,10,1,VBZ,20121001,10,12,87360,1,19,1667,MUFG,"ZÃ¼rich, Museum fÃ¼r Gestaltung",COBRA,VBZ Tram Cobra,3066,13,13,0,0,0,5
12,10,1,VBZ,20121001,10,12,82272,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,41,41,0,0,0,10
12,10,1,VBZ,20121001,10,12,62862,1,19,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,205,205,0,1,5,40
12,10,1,VBZ,20121001,10,12,27582,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,312,312,0,7,3,119
12,10,1,VBZ,20121001,10,12,22062,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,107,107,0,2,0,53
12,10,1,VBZ,20121001,10,12,87360,1,20,1557,LIMM,"ZÃ¼rich, Limmatplatz",COBRA,VBZ Tram Cobra,3066,13,13,0,1,0,6
12,10,1,VBZ,20121001,10,12,82272,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,41,41,0,0,0,10
12,10,1,VBZ,20121001,10,12,62862,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,205,205,0,2,1,41
12,10,1,VBZ,20121001,10,12,57162,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,106,106,0,0,0,34
12,10,1,VBZ,20121001,10,12,37482,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,131,131,0,3,0,45
12,10,1,VBZ,20121001,10,12,72372,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,75,75,0,0,0,9
12,10,1,VBZ,20121001,10,12,47382,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,216,216,0,3,1,88
12,10,1,VBZ,20121001,10,17,66762,1,20,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3065,163,163,0,2,2,40
12,10,1,VBZ,20121001,10,12,82272,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,41,41,0,1,3,8
12,10,1,VBZ,20121001,10,12,37482,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,131,131,0,8,12,41
12,10,1,VBZ,20121001,10,12,47382,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,216,216,0,9,17,80
12,10,1,VBZ,20121001,10,12,62862,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,205,205,0,1,7,35
12,10,1,VBZ,20121001,10,12,27582,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,312,312,0,18,16,121
12,10,1,VBZ,20121001,10,12,57162,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,106,106,0,0,3,31
12,10,1,VBZ,20121001,10,17,66762,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3065,163,163,0,4,6,38
12,10,1,VBZ,20121001,10,12,87360,1,21,2014,QUEL,"ZÃ¼rich, Quellenstrasse",COBRA,VBZ Tram Cobra,3066,13,13,0,0,0,6
12,10,1,VBZ,20121001,10,12,72372,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,75,75,0,1,5,5
12,10,1,VBZ,20121001,10,12,22062,1,21,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,107,107,0,6,4,55
12,10,1,VBZ,20121001,10,12,82272,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,41,41,0,3,2,9
12,10,1,VBZ,20121001,10,12,47382,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,216,216,0,4,2,82
12,10,1,VBZ,20121001,10,12,37482,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,131,131,0,6,4,43
12,10,1,VBZ,20121001,10,12,22062,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,107,107,0,7,3,59
12,10,1,VBZ,20121001,10,12,62862,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,205,205,0,3,7,31
12,10,1,VBZ,20121001,10,12,57162,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,106,106,0,5,1,35
12,10,1,VBZ,20121001,10,12,27582,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,312,312,0,10,15,116
12,10,1,VBZ,20121001,10,17,66762,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3065,163,163,0,3,8,33
12,10,1,VBZ,20121001,10,12,87360,1,22,648,DAMM,"ZÃ¼rich, Dammweg",COBRA,VBZ Tram Cobra,3066,13,13,0,0,0,6
12,10,1,VBZ,20121001,10,12,72372,1,22,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,75,75,0,0,0,5
12,10,1,VBZ,20121001,10,12,72372,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,75,75,0,1,4,2
12,10,1,VBZ,20121001,10,12,27582,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,312,312,0,6,23,99
12,10,1,VBZ,20121001,10,12,57162,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,106,106,0,3,2,36
12,10,1,VBZ,20121001,10,12,47382,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,216,216,0,7,6,83
12,10,1,VBZ,20121001,10,12,22062,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,107,107,0,3,12,50
12,10,1,VBZ,20121001,10,12,62862,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,205,205,0,3,4,30
12,10,1,VBZ,20121001,10,12,87360,1,23,799,EWYS,"ZÃ¼rich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3066,13,13,0,0,6,0
12,10,1,VBZ,20121001,10,12,82272,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,41,41,0,2,0,11
12,10,1,VBZ,20121001,10,12,37482,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,131,131,0,3,1,45
12,10,1,VBZ,20121001,10,17,66762,1,23,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3065,163,163,0,2,6,29
12,10,1,VBZ,20121001,10,12,72372,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,75,75,0,4,0,6
12,10,1,VBZ,20121001,10,12,57162,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,106,106,0,14,11,39
12,10,1,VBZ,20121001,10,12,82272,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,41,41,0,11,1,21
12,10,1,VBZ,20121001,10,12,27582,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,312,312,0,3,68,34
12,10,1,VBZ,20121001,10,12,47382,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,216,216,0,14,48,49
12,10,1,VBZ,20121001,10,17,66762,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3065,163,163,0,22,5,46
12,10,1,VBZ,20121001,10,12,37482,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,131,131,0,8,16,37
12,10,1,VBZ,20121001,10,12,62862,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,205,205,0,7,9,28
12,10,1,VBZ,20121001,10,12,22062,1,24,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,107,107,0,3,27,26
12,10,1,VBZ,20121001,10,12,47382,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,216,216,0,2,2,49
12,10,1,VBZ,20121001,10,12,72372,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,75,75,0,0,1,5
12,10,1,VBZ,20121001,10,12,62862,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,205,205,0,1,1,28
12,10,1,VBZ,20121001,10,12,57162,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,106,106,0,0,5,34
12,10,1,VBZ,20121001,10,12,27582,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,312,312,0,0,5,29
12,10,1,VBZ,20121001,10,12,82272,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,41,41,0,0,2,19
12,10,1,VBZ,20121001,10,17,66762,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3065,163,163,0,1,1,46
12,10,1,VBZ,20121001,10,12,37482,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,131,131,0,2,2,37
12,10,1,VBZ,20121001,10,12,22062,1,25,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,107,107,0,0,3,23
12,10,1,VBZ,20121001,10,12,22062,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,107,107,0,1,3,21
12,10,1,VBZ,20121001,10,12,47382,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,216,216,0,1,13,37
12,10,1,VBZ,20121001,10,12,72372,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,75,75,0,5,4,6
12,10,1,VBZ,20121001,10,12,27582,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,312,312,0,2,12,19
12,10,1,VBZ,20121001,10,12,62862,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,205,205,0,1,10,19
12,10,1,VBZ,20121001,10,17,66762,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3065,163,163,0,5,16,35
12,10,1,VBZ,20121001,10,12,57162,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,106,106,0,4,12,26
12,10,1,VBZ,20121001,10,12,82272,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,41,41,0,0,2,17
12,10,1,VBZ,20121001,10,12,37482,1,26,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,131,131,0,2,6,33
12,10,1,VBZ,20121001,10,12,57162,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,106,106,0,0,26,0
12,10,1,VBZ,20121001,10,12,22062,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,107,107,0,0,21,0
12,10,1,VBZ,20121001,10,17,66762,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3065,163,163,0,0,35,0
12,10,1,VBZ,20121001,10,12,37482,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,131,131,0,0,33,0
12,10,1,VBZ,20121001,10,12,27582,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,312,312,0,0,19,0
12,10,1,VBZ,20121001,10,12,72372,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,75,75,0,0,6,0
12,10,1,VBZ,20121001,10,12,62862,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,205,205,0,0,19,0
12,10,1,VBZ,20121001,10,12,47382,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,216,216,0,0,37,0
12,10,1,VBZ,20121001,10,12,82272,1,27,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,41,41,0,0,17,0
12,10,1,VBZ,20121001,10,12,50274,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,170,170,0,11,0,11
12,10,1,VBZ,20121001,10,12,65724,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,239,239,0,16,0,16
12,10,1,VBZ,20121001,10,12,24948,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,191,191,0,3,0,3
12,10,1,VBZ,20121001,10,12,40374,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,129,129,0,6,0,6
12,10,1,VBZ,20121001,10,17,60324,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3065,236,236,0,15,0,15
12,10,1,VBZ,20121001,10,12,59874,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,54,54,0,3,0,3
12,10,1,VBZ,20121001,10,17,58224,2,1,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3065,0,0,0,0,0,0
12,10,1,VBZ,20121001,10,12,85506,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,26,26,0,1,0,1
12,10,1,VBZ,20121001,10,12,75606,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,64,64,0,1,0,1
12,10,1,VBZ,20121001,10,17,69804,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3065,129,129,0,14,0,14
12,10,1,VBZ,20121001,10,12,30678,2,1,1608,LOEW,"ZÃ¼rich, LÃ¶wenplatz",COBRA,VBZ Tram Cobra,3066,280,280,0,6,0,6
12,10,1,VBZ,20121001,10,17,60324,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3065,236,236,0,29,2,42
12,10,1,VBZ,20121001,10,12,50274,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,170,170,0,37,1,47
12,10,1,VBZ,20121001,10,12,65724,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,239,239,0,28,3,41
12,10,1,VBZ,20121001,10,12,24948,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,191,191,0,62,1,64
12,10,1,VBZ,20121001,10,12,40374,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,129,129,0,18,2,22
12,10,1,VBZ,20121001,10,12,59874,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,54,54,0,4,2,5
12,10,1,VBZ,20121001,10,17,58224,2,2,3034,BOER,"ZÃ¼rich, Bahnhof Oerlikon",COBRA,VBZ Tram Cobra,3065,0,0,0,0,0,0
12,10,1,VBZ,20121001,10,12,30678,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,280,280,0,109,2,113
12,10,1,VBZ,20121001,10,17,69804,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3065,129,129,0,31,4,41
12,10,1,VBZ,20121001,10,12,85506,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,26,26,0,4,0,5
12,10,1,VBZ,20121001,10,12,75606,2,2,412,BPLA,"ZÃ¼rich, Bahnhofplatz/HB",COBRA,VBZ Tram Cobra,3066,64,64,0,20,0,21
12,10,1,VBZ,20121001,10,17,60324,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3065,236,236,0,19,5,56
12,10,1,VBZ,20121001,10,12,59874,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,54,54,0,4,1,8
12,10,1,VBZ,20121001,10,17,69804,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3065,129,129,0,22,1,62
12,10,1,VBZ,20121001,10,12,50274,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,170,170,0,24,1,70
12,10,1,VBZ,20121001,10,12,85506,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,26,26,0,11,0,16
12,10,1,VBZ,20121001,10,12,30678,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,280,280,0,20,10,123
12,10,1,VBZ,20121001,10,12,75606,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,64,64,0,11,1,31
12,10,1,VBZ,20121001,10,12,40374,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,129,129,0,14,3,33
12,10,1,VBZ,20121001,10,12,65724,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,239,239,0,15,1,55
12,10,1,VBZ,20121001,10,12,24948,2,3,619,CENT,"ZÃ¼rich, Central",COBRA,VBZ Tram Cobra,3066,191,191,0,15,2,77
12,10,1,VBZ,20121001,10,12,59874,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,54,54,0,1,0,9
12,10,1,VBZ,20121001,10,17,60324,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3065,236,236,0,5,1,60
