year,month,day,hour,minute,second,delta_time,agencyid,date,route_code,servicevehicle,tripid,vehicleid,patternid,tripdirection,triplength,stopsequencenr,stopcode,stoplength,stoptimeschedule,stoptimereal,passengercounttripup,passengercounttripdown,passengercountstopup,passengercountstopdown,passengerloadstop,passengercountdoor1up,passengercountdoor1down,passengercountdoor2up,passengercountdoor2down,passengercountdoor3up,passengercountdoor3down,passengercountdoor4up,passengercountdoor4down,passengercountdoor5up,passengercountdoor5down,passengercountdoor6up,passengercountdoor6down,isredirection,isdelocalization,isrelocatization
12,10,1,0,9,4,-4,TPG,2012-10-01 00:00:00,A,A-3,27085336,1105,6,A,5213,2,CAAM00,700,2012-10-01 00:09:00,2012-10-01 00:09:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,5,70,TPG,2012-10-01 00:00:00,12,15-75,27090926,875,6,A,10184,14,PNEV02,4725,2012-10-02 00:10:15,2012-10-02 00:09:05,37,39,4,0,8,0,0,4,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,5,117,TPG,2012-10-01 00:00:00,8,8-16,27097056,175,79,R,10509,20,GROT01,7386,2012-10-02 00:11:02,2012-10-02 00:09:05,6,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,7,145,TPG,2012-10-01 00:00:00,14,14-59,27090335,876,23,R,12885,24,DODE00,12217,2012-10-02 00:11:32,2012-10-02 00:09:07,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,7,-231,TPG,2012-10-01 00:00:00,Y,Y-11,27099815,20963,60,R,24621,21,PRGM01,15783,2012-10-02 00:05:16,2012-10-02 00:09:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y
12,10,1,0,9,7,283,TPG,2012-10-01 00:00:00,14,14C-52,27090578,881,90,R,13138,25,ANCI01,10739,2012-10-02 00:13:50,2012-10-02 00:09:07,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,8,52,TPG,2012-10-01 00:00:00,14,14-47,27082070,895,91,A,10880,1,PRBE01,0,2012-10-01 00:10:00,2012-10-01 00:09:08,7,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,9,-52,TPG,2012-10-01 00:00:00,22,22-23,27092263,108,29,R,10902,20,TRMB00,9217,2012-10-02 00:08:17,2012-10-02 00:09:09,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,9,-129,TPG,2012-10-01 00:00:00,23,23-42,27082949,122,7,A,9971,1,AERO02,0,2012-10-01 00:07:00,2012-10-01 00:09:09,7,7,3,0,3,0,0,2,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,9,111,TPG,2012-10-01 00:00:00,10,10-3,27080805,785,75,R,2856,1,RIVE05,0,2012-10-01 00:11:00,2012-10-01 00:09:09,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,11,-11,TPG,2012-10-01 00:00:00,14,14C-65,27082357,872,90,R,13138,3,MYRN01,1355,2012-10-01 00:09:00,2012-10-01 00:09:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,11,113,TPG,2012-10-01 00:00:00,5,5-25,27095441,1136,49,R,11541,26,VLON00,10034,2012-10-02 00:11:04,2012-10-02 00:09:11,24,19,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,12,37,TPG,2012-10-01 00:00:00,1,9-73,27097693,121,49,R,7379,12,EMED00,3808,2012-10-02 00:09:49,2012-10-02 00:09:12,15,16,2,1,6,2,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,13,-13,TPG,2012-10-01 00:00:00,G,E-3,27085553,1147,55,A,12759,10,VSNA00,5376,2012-10-01 00:09:00,2012-10-01 00:09:13,14,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,16,93,TPG,2012-10-01 00:00:00,14,14-46,27090108,1811,6,A,12788,11,STND01,5358,2012-10-02 00:10:49,2012-10-02 00:09:16,42,44,4,0,10,0,0,0,0,2,0,2,0,0,0,0,0,N,N,N
12,10,1,0,9,17,36,TPG,2012-10-01 00:00:00,42,42-5,27094289,512,47,A,9735,23,PLUL00,9281,2012-10-02 00:09:53,2012-10-02 00:09:17,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,19,-118,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,20,NAIS00,9482,2012-10-02 00:07:21,2012-10-02 00:09:19,11,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,20,-33,TPG,2012-10-01 00:00:00,28,28-7,27092793,20482,7,R,12355,13,ICC01,4194,2012-10-02 00:08:47,2012-10-02 00:09:20,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,20,-39,TPG,2012-10-01 00:00:00,15,12-7,27081845,1808,1,A,6832,7,INDT01,2212,2012-10-01 00:08:41,2012-10-01 00:09:20,15,13,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,21,17,TPG,2012-10-01 00:00:00,3,3-9,27083292,731,70,R,7626,10,PNEV01,2515,2012-10-01 00:09:38,2012-10-01 00:09:21,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,21,-61,TPG,2012-10-01 00:00:00,S,S-10,27099242,20943,34,A,12086,13,BXPL03,5365,2012-10-02 00:08:20,2012-10-02 00:09:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,22,-62,TPG,2012-10-01 00:00:00,Y,Y-9,27099883,20966,59,A,23306,28,MLVT00,14930,2012-10-02 00:08:20,2012-10-02 00:09:22,17,17,0,5,9,0,0,0,5,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,23,117,TPG,2012-10-01 00:00:00,12,12-10,27081217,867,16,A,1178,4,BHET00,1178,2012-10-01 00:11:20,2012-10-01 00:09:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,23,57,TPG,2012-10-01 00:00:00,11,11-76,27089260,115,17,A,8883,16,EPIN02,5803,2012-10-02 00:10:20,2012-10-02 00:09:23,9,9,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,9,23,-10,TPG,2012-10-01 00:00:00,K,L-23,27099083,528,25,A,16845,21,EAUM00,11046,2012-10-02 00:09:13,2012-10-02 00:09:23,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,23,77,TPG,2012-10-01 00:00:00,12,12-11,27089409,1812,27,R,8101,22,CRGE01,7474,2012-10-02 00:10:40,2012-10-02 00:09:23,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,26,,TPG,2012-10-01 00:00:00,14,14-54,27090237,890,6,A,12788,16,POTE01,7028,,2012-10-02 00:09:26,59,55,0,4,41,0,0,0,1,0,0,0,3,0,0,0,0,N,Y,Y
12,10,1,0,9,30,-7,TPG,2012-10-01 00:00:00,1,9-18,27097347,1137,46,A,5929,14,NAVI00,4311,2012-10-02 00:09:23,2012-10-02 00:09:30,15,15,0,3,2,0,0,0,1,0,0,0,2,0,0,0,0,N,N,N
12,10,1,0,9,31,18,TPG,2012-10-01 00:00:00,23,22-1,27082811,144,14,R,11995,8,PRMO01,2583,2012-10-01 00:09:49,2012-10-01 00:09:31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,32,63,TPG,2012-10-01 00:00:00,2,6-16,27096435,745,82,R,8353,11,SCLO01,4028,2012-10-02 00:10:35,2012-10-02 00:09:32,12,13,2,0,5,0,0,0,0,1,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,32,89,TPG,2012-10-01 00:00:00,12,14-43a,27114192,892,22,R,10413,12,TRSI01,4257,2012-10-02 00:11:01,2012-10-02 00:09:32,20,22,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,34,-28,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,7,SIER01,2631,2012-10-01 00:09:06,2012-10-01 00:09:34,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,34,28,TPG,2012-10-01 00:00:00,9,1-11,27080358,1149,36,R,11207,4,SIGL00,1468,2012-10-01 00:10:02,2012-10-01 00:09:34,21,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,34,-92,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,19,CHTS00,6962,2012-10-02 00:08:02,2012-10-02 00:09:34,13,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,35,-110,TPG,2012-10-01 00:00:00,10,10-3,27088614,788,72,R,6689,14,PAIL01,4958,2012-10-02 00:07:45,2012-10-02 00:09:35,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,35,-52,TPG,2012-10-01 00:00:00,14,14C-67,27090749,865,59,A,8298,17,MAIX00,7904,2012-10-02 00:08:43,2012-10-02 00:09:35,13,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,35,-46,TPG,2012-10-01 00:00:00,5,5-7,27084275,172,49,R,11541,2,AREN01,340,2012-10-01 00:08:49,2012-10-01 00:09:35,26,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,N
12,10,1,0,9,36,-101,TPG,2012-10-01 00:00:00,9,1-62,27088371,110,36,R,11207,18,PORT00,6185,2012-10-02 00:07:55,2012-10-02 00:09:36,12,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,37,-19,TPG,2012-10-01 00:00:00,1,1-10,27080332,179,46,A,5929,6,HOPI03,1299,2012-10-01 00:09:18,2012-10-01 00:09:37,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,38,42,TPG,2012-10-01 00:00:00,12,15-85,27091187,879,22,R,10413,18,PTAR01,6356,2012-10-02 00:10:20,2012-10-02 00:09:38,48,34,5,1,20,0,0,1,1,3,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,38,62,TPG,2012-10-01 00:00:00,12,14-69,27090441,867,22,R,10413,25,STAL01,8907,2012-10-02 00:10:40,2012-10-02 00:09:38,35,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,39,-89,TPG,2012-10-01 00:00:00,8,8-17,27097080,1178,5,A,11806,12,MTBL00,4329,2012-10-02 00:08:10,2012-10-02 00:09:39,15,18,3,0,10,2,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,40,-15,TPG,2012-10-01 00:00:00,12,12-1,27081185,875,22,R,10413,3,PEIL01,986,2012-10-01 00:09:25,2012-10-01 00:09:40,19,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,43,65,TPG,2012-10-01 00:00:00,10,10-4,27080851,786,67,A,6338,8,FRAN00,2671,2012-10-01 00:10:48,2012-10-01 00:09:43,19,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,47,81,TPG,2012-10-01 00:00:00,21,21-51,27091959,1154,33,R,11951,22,GLOU00,10396,2012-10-02 00:11:08,2012-10-02 00:09:47,7,9,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,47,53,TPG,2012-10-01 00:00:00,14,14-53,27082176,876,21,R,12885,5,BLDO03,2728,2012-10-01 00:10:40,2012-10-01 00:09:47,31,32,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,48,77,TPG,2012-10-01 00:00:00,14,14-51,27090210,874,23,R,12885,12,LYON00,6214,2012-10-02 00:11:05,2012-10-02 00:09:48,31,34,2,0,6,0,0,0,0,1,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,48,-119,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,21,MARG00,9740,2012-10-02 00:07:49,2012-10-02 00:09:48,11,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,50,28,TPG,2012-10-01 00:00:00,V,V-5,27099571,20390,9,R,15484,36,VLAI01,15000,2012-10-02 00:10:18,2012-10-02 00:09:50,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,52,-24,TPG,2012-10-01 00:00:00,3,3-5,27083230,756,59,R,5148,2,MIRE01,405,2012-10-01 00:09:28,2012-10-01 00:09:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,53,-108,TPG,2012-10-01 00:00:00,E,G-28,27098834,1121,7,R,13561,28,AUBI00,12646,2012-10-02 00:08:05,2012-10-02 00:09:53,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,55,,TPG,2012-10-01 00:00:00,2,2-11,27091727,756,80,A,8003,19,GETE00,7007,,2012-10-02 00:09:55,24,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,9,55,-98,TPG,2012-10-01 00:00:00,5,5-30,27095549,1168,71,A,11960,25,MORL00,8882,2012-10-02 00:08:17,2012-10-02 00:09:55,24,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,57,68,TPG,2012-10-01 00:00:00,10,10-5,27080891,784,72,R,6689,3,METR00,696,2012-10-01 00:11:05,2012-10-01 00:09:57,19,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,57,-138,TPG,2012-10-01 00:00:00,14,14-44,27090079,868,21,R,12885,16,STND03,7464,2012-10-02 00:07:39,2012-10-02 00:09:57,41,43,5,0,18,1,0,2,0,1,0,1,0,0,0,0,0,N,N,N
12,10,1,0,9,58,86,TPG,2012-10-01 00:00:00,2,6-9,27084713,737,80,A,8003,7,METR00,1953,2012-10-01 00:11:24,2012-10-01 00:09:58,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,59,-80,TPG,2012-10-01 00:00:00,28,28-4,27092718,20498,4,A,11390,12,TRTI00,4459,2012-10-02 00:08:39,2012-10-02 00:09:59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,0,109,TPG,2012-10-01 00:00:00,5,5-25,27095441,1136,49,R,11541,27,CCLA00,10467,2012-10-02 00:11:49,2012-10-02 00:10:00,24,19,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,0,57,TPG,2012-10-01 00:00:00,12,12-20,27081507,870,6,A,10184,8,MRCH00,2667,2012-10-01 00:10:57,2012-10-01 00:10:00,16,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,0,-26,TPG,2012-10-01 00:00:00,14,14C-60,27090700,894,90,R,13138,16,COUT02,7584,2012-10-02 00:09:34,2012-10-02 00:10:00,23,20,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,10,1,-20,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,8,PSIE01,2937,2012-10-01 00:09:41,2012-10-01 00:10:01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,1,-1,TPG,2012-10-01 00:00:00,41,41-1,27083580,20986,14,A,8345,1,TCAR01,0,2012-10-01 00:10:00,2012-10-01 00:10:01,4,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,1,-1,TPG,2012-10-01 00:00:00,57,57-3,27084479,21910,36,A,10342,1,AERO01,0,2012-10-01 00:10:00,2012-10-01 00:10:01,5,4,4,0,4,2,0,1,0,1,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,10,1,39,TPG,2012-10-01 00:00:00,42,42-5,27094289,512,47,A,9735,24,LULY04,9735,2012-10-02 00:10:40,2012-10-02 00:10:01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,1,19,TPG,2012-10-01 00:00:00,3,3-1,27092834,757,67,A,7997,14,BAIR04,5079,2012-10-02 00:10:20,2012-10-02 00:10:01,17,17,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,10,2,-40,TPG,2012-10-01 00:00:00,21,21-56,27082779,521,33,R,11951,8,VARV01,3310,2012-10-01 00:09:22,2012-10-01 00:10:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,3,20,TPG,2012-10-01 00:00:00,L,L-21,27085756,1122,27,R,15145,9,SUMO01,3467,2012-10-01 00:10:23,2012-10-01 00:10:03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,5,,TPG,2012-10-01 00:00:00,9,1-54,27088175,140,34,A,10774,13,31DC00,4126,,2012-10-02 00:10:05,19,16,3,0,4,0,0,2,0,1,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,10,5,155,TPG,2012-10-01 00:00:00,14,14-59,27090335,876,23,R,12885,25,CRCO00,12632,2012-10-02 00:12:40,2012-10-02 00:10:05,34,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,5,,TPG,2012-10-01 00:00:00,9,1-4,27080477,1182,34,A,10774,12,MTCH00,3768,,2012-10-01 00:10:05,16,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,10,7,293,TPG,2012-10-01 00:00:00,14,14C-52,27090578,881,90,R,13138,26,CRGE01,11005,2012-10-02 00:15:00,2012-10-02 00:10:07,20,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,10,7,13,TPG,2012-10-01 00:00:00,12,12-21,27081557,862,35,R,9607,8,ROCH01,2972,2012-10-01 00:10:20,2012-10-01 00:10:07,10,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,8,25,TPG,2012-10-01 00:00:00,14,14C-49,27090530,880,90,R,13138,9,BALX01,4580,2012-10-02 00:10:33,2012-10-02 00:10:08,31,27,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,9,80,TPG,2012-10-01 00:00:00,11,11-76,27089260,115,17,A,8883,17,RMOU00,6088,2012-10-02 00:11:29,2012-10-02 00:10:09,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,9,-109,TPG,2012-10-01 00:00:00,14,14-41,27089999,870,6,A,12788,23,JALP00,11208,2012-10-02 00:08:20,2012-10-02 00:10:09,46,44,1,5,13,0,0,0,1,0,2,1,2,0,0,0,0,N,N,N
12,10,1,0,10,10,187,TPG,2012-10-01 00:00:00,15,15-83,27091133,878,3,R,7892,11,UNIM01,3829,2012-10-02 00:13:17,2012-10-02 00:10:10,21,23,0,3,4,0,0,0,0,0,2,0,1,0,0,0,0,N,N,N
12,10,1,0,10,10,10,TPG,2012-10-01 00:00:00,5,5-26,27095459,195,49,R,11541,14,COUT00,5940,2012-10-02 00:10:20,2012-10-02 00:10:10,14,12,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,10,-22,TPG,2012-10-01 00:00:00,28,28-7,27092793,20482,7,R,12355,14,TOCO01,4527,2012-10-02 00:09:48,2012-10-02 00:10:10,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,11,118,TPG,2012-10-01 00:00:00,8,8-16,27097056,175,79,R,10509,21,CANO01,7734,2012-10-02 00:12:09,2012-10-02 00:10:11,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,12,-12,TPG,2012-10-01 00:00:00,6,6-23,27096571,753,34,R,8610,12,CHRM00,4043,2012-10-02 00:10:00,2012-10-02 00:10:12,23,21,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,10,12,16,TPG,2012-10-01 00:00:00,1,1-9,27080675,1161,49,R,7379,2,SECH00,393,2012-10-01 00:10:28,2012-10-01 00:10:12,16,17,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,12,74,TPG,2012-10-01 00:00:00,14,14-44,27082016,883,91,A,10880,8,QUID01,3434,2012-10-01 00:11:26,2012-10-01 00:10:12,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,13,-133,TPG,2012-10-01 00:00:00,4,4-8,27094049,511,33,A,9083,7,STGE00,4294,2012-10-02 00:08:00,2012-10-02 00:10:13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,14,46,TPG,2012-10-01 00:00:00,42,42-1,27083607,523,43,R,14301,11,PPOL01,4518,2012-10-01 00:11:00,2012-10-01 00:10:14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,15,-16,TPG,2012-10-01 00:00:00,1,9-18,27097347,1137,46,A,5929,15,GAUT00,4506,2012-10-02 00:09:59,2012-10-02 00:10:15,15,15,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,16,30,TPG,2012-10-01 00:00:00,21,21-54,27082748,514,31,A,11616,12,BSSN00,3675,2012-10-01 00:10:46,2012-10-01 00:10:16,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,16,-16,TPG,2012-10-01 00:00:00,7,7-4,27084834,757,36,R,6296,1,TLIG00,0,2012-10-01 00:10:00,2012-10-01 00:10:16,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,17,-137,TPG,2012-10-01 00:00:00,C,5-10,27084094,1125,16,R,11885,1,JUMR01,0,2012-10-01 00:08:00,2012-10-01 00:10:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,17,63,TPG,2012-10-01 00:00:00,22,22-32,27092355,118,32,A,10803,18,GDLA00,7860,2012-10-02 00:11:20,2012-10-02 00:10:17,10,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,17,-2,TPG,2012-10-01 00:00:00,7,7-1,27084745,733,56,A,6841,6,MLRD00,1620,2012-10-01 00:10:15,2012-10-01 00:10:17,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,17,112,TPG,2012-10-01 00:00:00,3,3-4,27083197,751,67,A,7997,5,TOUR00,1805,2012-10-01 00:12:09,2012-10-01 00:10:17,17,16,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,10,19,-56,TPG,2012-10-01 00:00:00,Y,Y-9,27099883,20966,59,A,23306,29,PLIO00,15275,2012-10-02 00:09:23,2012-10-02 00:10:19,17,17,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,10,19,-90,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,20,VVRA00,7358,2012-10-02 00:08:49,2012-10-02 00:10:19,13,12,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,10,20,-40,TPG,2012-10-01 00:00:00,14,14C-67,27090749,865,59,A,8298,18,CERN00,8298,2012-10-02 00:09:40,2012-10-02 00:10:20,13,13,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,20,-50,TPG,2012-10-01 00:00:00,11,11-21,27088887,1162,18,R,8598,13,DELC02,5470,2012-10-02 00:09:30,2012-10-02 00:10:20,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,20,-20,TPG,2012-10-01 00:00:00,F,F-14,27085638,20954,41,A,21312,1,CVIN21,0,2012-10-01 00:10:00,2012-10-01 00:10:20,32,23,23,0,23,4,0,2,0,2,0,15,0,0,0,0,0,N,N,N
12,10,1,0,10,21,-184,TPG,2012-10-01 00:00:00,Y,Y-11,27099815,20963,60,R,24621,22,SIGN01,16454,2012-10-02 00:07:17,2012-10-02 00:10:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,23,43,TPG,2012-10-01 00:00:00,3,3-4,27093131,759,70,R,7626,22,CODN01,6735,2012-10-02 00:11:06,2012-10-02 00:10:23,27,28,1,4,5,0,0,0,2,1,0,0,2,0,0,0,0,N,N,N
12,10,1,0,10,23,137,TPG,2012-10-01 00:00:00,7,7-7,27096904,731,57,R,6952,14,BAIR04,4887,2012-10-02 00:12:40,2012-10-02 00:10:23,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,23,24,TPG,2012-10-01 00:00:00,14,14C-65,27082357,872,90,R,13138,4,BOLA01,1877,2012-10-01 00:10:47,2012-10-01 00:10:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,23,170,TPG,2012-10-01 00:00:00,7,7-5,27084855,762,34,A,3547,6,MLRD00,1620,2012-10-01 00:13:13,2012-10-01 00:10:23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,24,36,TPG,2012-10-01 00:00:00,15,15-74,27090892,862,1,A,6832,14,CVIN14,4826,2012-10-02 00:11:00,2012-10-02 00:10:24,40,40,4,11,10,1,1,0,4,1,4,2,2,0,0,0,0,N,N,N
12,10,1,0,10,24,-4,TPG,2012-10-01 00:00:00,5,5-27,27095480,538,71,A,11960,15,BAIR00,5234,2012-10-02 00:10:20,2012-10-02 00:10:24,33,26,0,4,3,0,0,0,3,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,10,25,-140,TPG,2012-10-01 00:00:00,23,23-42,27082949,122,7,A,9971,2,WTC00,319,2012-10-01 00:08:05,2012-10-01 00:10:25,7,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,25,-130,TPG,2012-10-01 00:00:00,47,47-2,27084034,21903,13,A,2000,2,PRBE03,476,2012-10-01 00:08:15,2012-10-01 00:10:25,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,10,26,-101,TPG,2012-10-01 00:00:00,10,10-3,27088614,788,72,R,6689,15,FLOR01,5288,2012-10-02 00:08:45,2012-10-02 00:10:26,20,18,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,N,N,N
12,10,1,0,10,26,-22,TPG,2012-10-01 00:00:00,12,15-79,27091034,1807,6,A,10184,21,AMDO00,7074,2012-10-02 00:10:04,2012-10-02 00:10:26,56,56,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
