routeNumber,runNumber,stopSequenceNr,stopId,stopNumber,stopNameShort,arrivalScheduled,arrivalActual,departureActual,mileage,vehicleId,vehicleNumber,latitude,longitude
4,1,7,2893,6759,SBAU,54528,54576,54592,374241495,824,3015,8.5201875,47.3882838888889
3,5,9,2256,1608,LOEW,54534,54595,54619,352546833,822,3013,8.537525,47.3760488888889
2,5,13,1502,2556,STAU,54540,54554,54633,361061392,825,3016,8.53029722222222,47.3735897222222
4,5,16,2287,1557,LIMM,54546,54540,54593,366723862,816,3007,8.53227916666667,47.384995
2,4,18,1535,48,ALBP,54552,54516,54561,1438973525,961,2062,8.51051388888889,47.3781736111111
3,6,5,1305,1472,KUNS,54558,54651,54679,1429718988,717,2068,8.54916722222222,47.3704416666667
6,2,3,2508,2689,TUNN,54564,54522,54540,305317275,857,3050,8.532945,47.3664675
3,1,5,2582,1446,KSIH,54570,54688,54702,329851756,848,3041,8.50801611111111,47.3777561111111
2,7,4,2615,1286,HOES,54576,54618,54635,348671595,832,3024,8.55483611111111,47.3578836111111
2,3,24,2818,137,BACH,54582,54584,54595,350098476,837,3030,8.48299583333333,47.3889858333333
4,4,22,2630,718,TONA,54588,54604,54614,1445145795,711,2061,8.51087277777778,47.3900888888889
2,6,9,2590,615,BURK,54594,54606,54623,1460161305,720,2071,8.54176583333333,47.3666086111111
2,2,5,2244,1364,KAPP,54600,54607,54640,1519712581,700,2049,8.49511694444444,47.3850619444444
5,1,14,1854,2550,SAAL,54606,54661,54669,1475944652,948,2090,8.52069333333333,47.3577316666667
2,1,11,1906,1357,KALK,54612,54628,54692,329314239,834,3026,8.52153222222222,47.3742838888889
4,1,8,1574,799,EWYS,54618,54695,54713,374241976,824,3015,8.52358638888889,47.3899791666667
10,13,17,2313,2151,SALE,54624,54649,54662,281298543,873,3068,8.54841194444444,47.4060516666667
3,6,6,2641,1724,NEUM,54630,54730,54752,1429719258,717,2068,8.54739888888889,47.3726444444444
3,1,6,1535,48,ALBP,54636,54759,54782,329851988,848,3041,8.51051388888889,47.3781736111111
2,7,5,2689,832,FELD,54642,54681,54702,348671866,832,3024,8.55231833333333,47.3602916666667
4,4,23,2575,2449,SPOW,54648,54666,54671,1445146195,711,2061,8.50612,47.3915361111111
2,3,25,1310,821,FARB,54654,54662,54819,350098851,837,3030,8.47936138888889,47.3907547222222
2,4,19,2245,1548,LETG,54660,54643,54659,1438974129,961,2062,8.50382,47.3811588888889
6,6,3,2791,3045,ZUER,54666,54687,54707,309046258,858,3051,8.56442361111111,47.3787405555556
2,2,6,2253,883,FREI,54672,54696,54714,1519713014,700,2049,8.49987083333333,47.3830302777778
7,5,27,2025,3044,BWOL,54678,54725,54739,1094175167,761,2118,8.53291388888889,47.3468763888889
2,5,14,1306,478,BEZI,54684,54712,54730,361061709,825,3016,8.52586861111111,47.3739463888889
2,1,12,1306,478,BEZI,54690,54757,54772,329314604,834,3026,8.52586861111111,47.3739463888889
4,9,25,2651,2907,WILD,54696,54722,54736,336079112,815,3006,8.5588925,47.3531038888889
5,2,10,1893,3026,ENGE,54702,54698,54715,1496687717,725,2077,8.53190444444444,47.3641386111111
4,2,3,2740,7,AARG,54708,54744,54761,1482215659,705,2054,8.50270361111111,47.3922511111111
2,9,21,2689,832,FELD,54714,54718,54737,337466625,968,3029,8.55231833333333,47.3602916666667
2,7,6,2612,1456,KRES,54720,54759,54771,348672212,832,3024,8.54991055555556,47.3629144444444
5,5,15,2845,1407,KFLU,54726,54658,55091,1381797725,739,2093,8.56027305555556,47.376595
2,4,20,2253,883,FREI,54732,54705,54718,1438974505,961,2062,8.49987083333333,47.3830302777778
7,10,2,2356,1620,MATT,54738,54750,54764,1080888394,763,2120,8.59114055555555,47.3986172222222
2,2,7,2245,1548,LETG,54744,54764,54784,1519713392,700,2049,8.50382,47.3811588888889
2,6,11,1528,1861,PARA,54750,54772,54793,1460161748,720,2071,8.53938055555555,47.3697255555556
3,7,2,1406,1278,HOEL,54756,54789,54802,210815850,812,3002,8.563195,47.3657002777778
2,5,15,1906,1357,KALK,54762,54786,54838,361062072,825,3016,8.52153222222222,47.3742838888889
3,10,12,2262,1366,SIHP,54768,54842,54913,230748338,814,3005,8.53456472222222,47.3763380555556
5,1,2,2550,1519,LAUB,54774,54818,54835,1475945176,948,2090,8.51733638888889,47.3586536111111
2,3,1,1310,821,FARB,54780,54833,54833,350098883,837,3030,8.47936138888889,47.3907547222222
2,9,22,2615,1286,HOES,54786,54784,54799,337466957,968,3029,8.55483611111111,47.3578836111111
2,1,13,1502,2556,STAU,54792,54846,54891,329314918,834,3026,8.53029722222222,47.3735897222222
4,10,20,2104,1845,OPER,54798,54789,54811,345775547,836,3028,8.54772305555556,47.3653102777778
2,4,21,2244,1364,KAPP,54804,54793,54811,1438974940,961,2062,8.49511694444444,47.3850619444444
7,5,29,1511,1660,MORG,54810,54862,54882,1094175764,761,2118,8.530365,47.3432575
3,7,3,1531,2124,ROEM,54816,54862,54880,210816174,812,3002,8.56037083333333,47.3680216666667
3,9,17,1305,1472,KUNS,54822,54835,54880,312019684,847,3040,8.54916722222222,47.3704416666667
2,2,8,1535,48,ALBP,54828,54856,54879,1519713992,700,2049,8.51051388888889,47.3781736111111
2,3,2,2818,137,BACH,54834,54869,54883,350099215,837,3030,8.48299583333333,47.3889858333333
2,8,1,2788,3041,BTIE,54840,54852,54852,1462729719,714,2065,8.56126166666667,47.3499594444444
2,5,16,2248,1579,LOCH,54846,54894,54921,361062361,825,3016,8.51772777777778,47.3753444444444
4,1,11,2287,1557,LIMM,54852,54897,54949,374242854,824,3015,8.53227916666667,47.384995
4,7,10,2774,2030,RATH,54858,54949,54971,339768722,844,3037,8.54288833333333,47.3722288888889
2,9,23,2680,917,FROE,54864,54849,54865,337467334,968,3029,8.55700111111111,47.355065
2,6,12,2657,2396,SIHS,54870,54875,54893,1460162205,720,2071,8.53512555555556,47.37206
7,7,19,2035,2054,RAUG,54876,54862,54885,1072359055,760,2117,8.5383025,47.3732980555556
2,3,3,2535,1570,LIND,54882,54926,54944,350099507,837,3030,8.48684527777778,47.3887352777778
4,5,20,2893,6759,SBAU,54888,54912,54931,366725233,816,3007,8.5201875,47.3882838888889
2,4,22,2770,1026,GRIM,54894,54891,54904,1438975364,961,2062,8.49031888888889,47.3868955555556
2,8,2,2651,2907,WILD,54900,54905,54921,1462730051,714,2065,8.5588925,47.3531038888889
2,2,9,2250,3019,ZYPR,54906,54929,54946,1519714317,700,2049,8.51399138888889,47.3765941666667
4,11,16,2768,2113,RBRU,54912,55029,55051,356222671,831,3023,8.54299416666667,47.3741438888889
2,5,17,2250,3019,ZYPR,54918,54963,54974,361062671,825,3016,8.51399138888889,47.3765941666667
2,9,24,2651,2907,WILD,54924,54901,54916,337467607,968,3029,8.5588925,47.3531038888889
8,2,1,2526,1122,HARP,54930,54965,54965,1476549070,724,2076,8.51507333333333,47.3829527777778
3,2,4,2871,1252,HUBE,54936,54992,55008,1496178542,713,2064,8.49953694444445,47.3768897222222
6,2,7,1895,416,BSTR,54942,54967,54984,305318648,857,3050,8.53957,47.3763352777778
3,1,10,1306,478,BEZI,54948,55115,55132,329853273,848,3041,8.52586861111111,47.3739463888889
2,3,4,2770,1026,GRIM,54954,54984,55000,350099822,837,3030,8.49031888888889,47.3868955555556
2,1,14,2657,2396,SIHS,54960,54996,55014,329315361,834,3026,8.53512555555556,47.37206
2,4,23,2535,1570,LIND,54966,54960,54978,1438975681,961,2062,8.48684527777778,47.3887352777778
2,2,10,2248,1579,LOCH,54972,54992,55009,1519714635,700,2049,8.51772777777778,47.3753444444444
4,2,7,2893,6759,SBAU,54978,55062,55075,1482217122,705,2054,8.5201875,47.3882838888889
3,6,9,2256,1608,LOEW,54984,55148,55169,1429720405,717,2068,8.537525,47.3760488888889
2,6,13,1502,2556,STAU,54990,54978,55119,1460162653,720,2071,8.53029722222222,47.3735897222222
4,1,13,2289,2395,SIHL,54996,55076,55107,374243557,824,3015,8.53748972222222,47.3801241666667
2,5,18,1535,48,ALBP,55002,55024,55048,361062992,825,3016,8.51051388888889,47.3781736111111
3,7,5,1305,1472,KUNS,55008,55063,55079,210817121,812,3002,8.54916722222222,47.3704416666667
6,3,3,2508,2689,TUNN,55014,55017,55030,324757601,854,3047,8.532945,47.3664675
3,2,5,2582,1446,KSIH,55020,55074,55084,1496179177,713,2064,8.50801611111111,47.3777561111111
2,8,4,2615,1286,HOES,55026,55068,55084,1462730694,714,2065,8.55483611111111,47.3578836111111
2,4,24,2818,137,BACH,55032,55026,55039,1438975967,961,2062,8.48299583333333,47.3889858333333
4,5,22,2630,718,TONA,55038,55089,55100,366726013,816,3007,8.51087277777778,47.3900888888889
2,7,9,2590,615,BURK,55044,55054,55076,348673134,832,3024,8.54176583333333,47.3666086111111
2,3,5,2244,1364,KAPP,55050,55070,55084,350100245,837,3030,8.49511694444444,47.3850619444444
3,5,14,2248,1579,LOCH,55056,55158,55175,352548621,822,3013,8.51772777777778,47.3753444444444
2,1,15,1528,1861,PARA,55062,55111,55133,329315821,834,3026,8.53938055555555,47.3697255555556
4,2,8,1574,799,EWYS,55068,55173,55196,1482217604,705,2054,8.52358638888889,47.3899791666667
10,7,17,2313,2151,SALE,55074,55110,55130,281001885,872,3067,8.54841194444444,47.4060516666667
3,7,6,2641,1724,NEUM,55080,55130,55152,210817395,812,3002,8.54739888888889,47.3726444444444
3,2,6,1535,48,ALBP,55086,55143,55161,1496179410,713,2064,8.51051388888889,47.3781736111111
2,8,5,2689,832,FELD,55092,55124,55143,1462730970,714,2065,8.55231833333333,47.3602916666667
4,5,23,2575,2449,SPOW,55098,55144,55153,366726414,816,3007,8.50612,47.3915361111111
2,4,25,1310,821,FARB,55104,55118,55217,1438976341,961,2062,8.47936138888889,47.3907547222222
2,5,19,2245,1548,LETG,55110,55123,55145,361063595,825,3016,8.50382,47.3811588888889
6,1,12,2766,2788,VOLT,55116,55185,55196,297022693,985,3054,8.55428138888889,47.3769319444444
2,3,6,2253,883,FREI,55122,55137,55154,350100676,837,3030,8.49987083333333,47.3830302777778
3,5,15,2250,3019,ZYPR,55128,55223,55237,352548931,822,3013,8.51399138888889,47.3765941666667
2,6,14,1306,478,BEZI,55134,55189,55201,1460162970,720,2071,8.52586861111111,47.3739463888889
2,2,12,1306,478,BEZI,55140,55152,55164,1519715285,700,2049,8.52586861111111,47.3739463888889
4,1,14,1542,413,BQUA,55146,55213,55244,374244043,824,3015,8.54203305555555,47.3776161111111
5,3,10,1893,3026,ENGE,55152,55098,55111,1542537407,738,2092,8.53190444444444,47.3641386111111
4,3,3,2740,7,AARG,55158,55183,55232,355028992,821,3012,8.50270361111111,47.3922511111111
2,1,16,2228,601,BOES,55164,55180,55194,329316004,834,3026,8.53984277777778,47.3683719444444
2,8,6,2612,1456,KRES,55170,55186,55203,1462731315,714,2065,8.54991055555556,47.3629144444444
5,6,15,2845,1407,KFLU,55176,55275,55541,1414231434,743,2097,8.56027305555556,47.376595
2,5,20,2253,883,FREI,55182,55192,55209,361063969,825,3016,8.49987083333333,47.3830302777778
7,11,2,2356,1620,MATT,55188,55199,55215,1087196242,751,2105,8.59114055555555,47.3986172222222
2,3,7,2245,1548,LETG,55194,55201,55214,350101052,837,3030,8.50382,47.3811588888889
2,7,11,1528,1861,PARA,55200,55225,55249,348673578,832,3024,8.53938055555555,47.3697255555556
3,8,2,1406,1278,HOEL,55206,55252,55263,1381089105,709,2058,8.563195,47.3657002777778
2,6,15,1906,1357,KALK,55212,55257,55274,1460163332,720,2071,8.52153222222222,47.3742838888889
3,1,12,2262,1366,SIHP,55218,55381,55401,329854138,848,3041,8.53456472222222,47.3763380555556
5,2,2,2550,1519,LAUB,55224,55228,55249,1496689609,725,2077,8.51733638888889,47.3586536111111
2,4,1,1310,821,FARB,55230,55233,55233,1438976382,961,2062,8.47936138888889,47.3907547222222
2,11,22,2615,1286,HOES,55236,55243,55260,333317645,840,3033,8.55483611111111,47.3578836111111
2,2,13,1502,2556,STAU,55242,55260,55357,1519715600,700,2049,8.53029722222222,47.3735897222222
4,11,20,2104,1845,OPER,55248,55421,55455,356223744,831,3023,8.54772305555556,47.3653102777778
2,1,17,2590,615,BURK,55254,55278,55295,329316287,834,3026,8.54176583333333,47.3666086111111
7,6,29,1511,1660,MORG,55260,55305,55325,1478271818,737,2091,8.530365,47.3432575
3,8,3,1531,2124,ROEM,55266,55321,55334,1381089429,709,2058,8.56037083333333,47.3680216666667
3,10,17,1305,1472,KUNS,55272,55485,55501,230750019,814,3005,8.54916722222222,47.3704416666667
2,3,8,1535,48,ALBP,55278,55291,55320,350101652,837,3030,8.51051388888889,47.3781736111111
2,4,2,2818,137,BACH,55284,55277,55288,1438976707,961,2062,8.48299583333333,47.3889858333333
2,9,1,2788,3041,BTIE,55290,55302,55302,337468006,968,3029,8.56126166666667,47.3499594444444
2,6,16,2248,1579,LOCH,55296,55337,55352,1460163622,720,2071,8.51772777777778,47.3753444444444
3,5,17,2582,1446,KSIH,55302,55383,55394,352549484,822,3013,8.50801611111111,47.3777561111111
4,8,10,2774,2030,RATH,55308,55356,55385,1417293128,706,2055,8.54288833333333,47.3722288888889
2,11,23,2680,917,FROE,55314,55320,55334,333318021,840,3033,8.55700111111111,47.355065
2,7,12,2657,2396,SIHS,55320,55339,55356,348674034,832,3024,8.53512555555556,47.37206
7,8,19,2035,2054,RAUG,55326,55394,55417,1524897750,735,2088,8.5383025,47.3732980555556
2,4,3,2535,1570,LIND,55332,55336,55352,1438976997,961,2062,8.48684527777778,47.3887352777778
4,6,20,2893,6759,SBAU,55338,55446,55460,364851328,838,3031,8.5201875,47.3882838888889
2,5,22,2770,1026,GRIM,55344,55347,55361,361064827,825,3016,8.49031888888889,47.3868955555556
2,9,2,2651,2907,WILD,55350,55356,55369,337468341,968,3029,8.5588925,47.3531038888889
2,3,9,2250,3019,ZYPR,55356,55364,55378,350101977,837,3030,8.51399138888889,47.3765941666667
4,1,16,2768,2113,RBRU,55362,55420,55434,374244557,824,3015,8.54299416666667,47.3741438888889
2,1,18,1565,440,BELL,55368,55370,55405,329316566,834,3026,8.54582055555556,47.3667766666667
2,11,24,2651,2907,WILD,55374,55376,55387,333318295,840,3033,8.5588925,47.3531038888889
8,3,1,2526,1122,HARP,55380,55421,55421,935671996,573,2041,8.51507333333333,47.3829527777778
3,3,4,2871,1252,HUBE,55386,55467,55488,219370500,813,3004,8.49953694444445,47.3768897222222
6,3,7,1895,416,BSTR,55392,55416,55445,324758972,854,3047,8.53957,47.3763352777778
3,2,10,1306,478,BEZI,55398,55439,55452,1496180695,713,2064,8.52586861111111,47.3739463888889
2,4,4,2770,1026,GRIM,55404,55407,55424,1438977313,961,2062,8.49031888888889,47.3868955555556
2,2,14,2657,2396,SIHS,55410,55443,55458,1519716044,700,2049,8.53512555555556,47.37206
2,5,23,2535,1570,LIND,55416,55410,55433,361065144,825,3016,8.48684527777778,47.3887352777778
2,3,10,2248,1579,LOCH,55422,55419,55448,350102293,837,3030,8.51772777777778,47.3753444444444
4,1,17,2774,2030,RATH,55428,55472,55493,374244770,824,3015,8.54288833333333,47.3722288888889
3,7,9,2256,1608,LOEW,55434,55506,55523,210818545,812,3002,8.537525,47.3760488888889
2,7,13,1502,2556,STAU,55440,55453,55500,348674481,832,3024,8.53029722222222,47.3735897222222
4,2,13,2289,2395,SIHL,55446,55528,55547,1482219187,705,2054,8.53748972222222,47.3801241666667
2,6,18,1535,48,ALBP,55452,55471,55492,1460164256,720,2071,8.51051388888889,47.3781736111111
3,8,5,1305,1472,KUNS,55458,55509,55540,1381090374,709,2058,8.54916722222222,47.3704416666667
6,4,3,2508,2689,TUNN,55464,55450,55462,954693206,746,2100,8.532945,47.3664675
3,3,5,2582,1446,KSIH,55470,55558,55574,219371136,813,3004,8.50801611111111,47.3777561111111
2,1,19,2104,1845,OPER,55476,55495,55518,329316827,834,3026,8.54772305555556,47.3653102777778
2,5,24,2818,137,BACH,55482,55472,55483,361065430,825,3016,8.48299583333333,47.3889858333333
4,6,22,2630,718,TONA,55488,55608,55619,364852109,838,3031,8.51087277777778,47.3900888888889
2,8,9,2590,615,BURK,55494,55526,55543,1462732237,714,2065,8.54176583333333,47.3666086111111
2,4,5,2244,1364,KAPP,55500,55496,55510,1438977733,961,2062,8.49511694444444,47.3850619444444
3,6,14,2248,1579,LOCH,55506,55656,55672,1429722184,717,2068,8.51772777777778,47.3753444444444
2,2,15,1528,1861,PARA,55512,55536,55575,1519716504,700,2049,8.53938055555555,47.3697255555556
4,3,8,1574,799,EWYS,55518,55586,55595,355030942,821,3012,8.52358638888889,47.3899791666667
10,14,17,2313,2151,SALE,55524,55593,55606,279106771,874,3069,8.54841194444444,47.4060516666667
3,8,6,2641,1724,NEUM,55530,55592,55614,1381090647,709,2058,8.54739888888889,47.3726444444444
3,3,6,1535,48,ALBP,55536,55619,55644,219371369,813,3004,8.51051388888889,47.3781736111111
2,1,20,2612,1456,KRES,55542,55564,55580,329317087,834,3026,8.54991055555556,47.3629144444444
4,6,23,2575,2449,SPOW,55548,55667,55676,364852511,838,3031,8.50612,47.3915361111111
2,5,25,1310,821,FARB,55554,55547,55685,361065806,825,3016,8.47936138888889,47.3907547222222
2,6,19,2245,1548,LETG,55560,55568,55581,1460164858,720,2071,8.50382,47.3811588888889
6,2,12,2766,2788,VOLT,55566,55595,55612,305320743,857,3050,8.55428138888889,47.3769319444444
2,4,6,2253,883,FREI,55572,55575,55588,1438978165,961,2062,8.49987083333333,47.3830302777778
3,6,15,2250,3019,ZYPR,55578,55715,55726,1429722491,717,2068,8.51399138888889,47.3765941666667
2,7,14,1306,478,BEZI,55584,55574,55595,348674796,832,3024,8.52586861111111,47.3739463888889
2,3,12,1306,478,BEZI,55590,55603,55617,350102944,837,3030,8.52586861111111,47.3739463888889
4,2,14,1542,413,BQUA,55596,55676,55708,1482219678,705,2054,8.54203305555555,47.3776161111111
5,4,10,1893,3026,ENGE,55602,55589,55615,1381661626,734,2087,8.53190444444444,47.3641386111111
4,4,3,2740,7,AARG,55608,55621,55665,1445148477,711,2061,8.50270361111111,47.3922511111111
2,1,21,2689,832,FELD,55614,55639,55650,329317463,834,3026,8.55231833333333,47.3602916666667
2,9,6,2612,1456,KRES,55620,55614,55634,337469600,968,3029,8.54991055555556,47.3629144444444
5,7,15,2845,1407,KFLU,55626,55647,56068,1462524776,740,2094,8.56027305555556,47.376595
2,6,20,2253,883,FREI,55632,55635,55649,1460165236,720,2071,8.49987083333333,47.3830302777778
7,12,2,2356,1620,MATT,55638,55642,55660,1558045301,962,2085,8.59114055555555,47.3986172222222
2,4,7,2245,1548,LETG,55644,55662,55675,1438978541,961,2062,8.50382,47.3811588888889
2,8,11,1528,1861,PARA,55650,55667,55693,1462732679,714,2065,8.53938055555555,47.3697255555556
3,9,2,1406,1278,HOEL,55656,55660,55677,312021755,847,3040,8.563195,47.3657002777778
2,7,15,1906,1357,KALK,55662,55661,55692,348675159,832,3024,8.52153222222222,47.3742838888889
3,2,12,2262,1366,SIHP,55668,55689,55702,1496181560,713,2064,8.53456472222222,47.3763380555556
5,3,2,2550,1519,LAUB,55674,55713,55730,1542539293,738,2092,8.51733638888889,47.3586536111111
2,5,1,1310,821,FARB,55680,55702,55702,361065849,825,3016,8.47936138888889,47.3907547222222
2,1,22,2615,1286,HOES,55686,55704,55720,329317796,834,3026,8.55483611111111,47.3578836111111
2,3,13,1502,2556,STAU,55692,55721,55785,350103260,837,3030,8.53029722222222,47.3735897222222
4,1,20,2104,1845,OPER,55698,55728,55752,374245628,824,3015,8.54772305555556,47.3653102777778
2,2,17,2590,615,BURK,55704,55721,55741,1519716971,700,2049,8.54176583333333,47.3666086111111
7,7,29,1511,1660,MORG,55710,55757,55806,1072362886,760,2117,8.530365,47.3432575
3,9,3,1531,2124,ROEM,55716,55741,55756,312022081,847,3040,8.56037083333333,47.3680216666667
3,1,17,1305,1472,KUNS,55722,55965,55983,329855814,848,3041,8.54916722222222,47.3704416666667
2,4,8,1535,48,ALBP,55728,55825,55852,1438979141,961,2062,8.51051388888889,47.3781736111111
2,5,2,2818,137,BACH,55734,55738,55751,361066170,825,3016,8.48299583333333,47.3889858333333
2,11,1,2788,3041,BTIE,55740,55737,55737,333318676,840,3033,8.56126166666667,47.3499594444444
2,7,16,2248,1579,LOCH,55746,55739,55755,348675448,832,3024,8.51772777777778,47.3753444444444
3,6,17,2582,1446,KSIH,55752,55877,55889,1429723044,717,2068,8.50801611111111,47.3777561111111
4,9,10,2774,2030,RATH,55758,55822,55835,336082346,815,3006,8.54288833333333,47.3722288888889
2,1,23,2680,917,FROE,55764,55792,55807,329318172,834,3026,8.55700111111111,47.355065
2,8,12,2657,2396,SIHS,55770,55782,55820,1462733137,714,2065,8.53512555555556,47.37206
7,9,19,2035,2054,RAUG,55776,55829,55849,1037121620,759,2116,8.5383025,47.3732980555556
2,5,3,2535,1570,LIND,55782,55791,55825,361066459,825,3016,8.48684527777778,47.3887352777778
4,7,20,2893,6759,SBAU,55788,55803,55818,339772011,844,3037,8.5201875,47.3882838888889
2,6,22,2770,1026,GRIM,55794,55792,55804,1460166096,720,2071,8.49031888888889,47.3868955555556
2,11,2,2651,2907,WILD,55800,55797,55831,333319032,840,3033,8.5588925,47.3531038888889
2,4,9,2250,3019,ZYPR,55806,55920,55932,1438979466,961,2062,8.51399138888889,47.3765941666667
4,2,16,2768,2113,RBRU,55812,55875,55892,1482220189,705,2054,8.54299416666667,47.3741438888889
2,2,18,1565,440,BELL,55818,55816,55860,1519717252,700,2049,8.54582055555556,47.3667766666667
2,1,24,2651,2907,WILD,55824,55850,55864,329318446,834,3026,8.5588925,47.3531038888889
8,1,15,1406,1278,HOEL,55830,55820,55824,1879099044,572,2040,8.563195,47.3657002777778
3,1,18,2870,1251,HOTT,55836,56064,56084,329856258,848,3041,8.55527222222222,47.3692313888889
6,4,7,1895,416,BSTR,55842,55833,55891,954694571,746,2100,8.53957,47.3763352777778
3,3,10,1306,478,BEZI,55848,55934,55950,219372655,813,3004,8.52586861111111,47.3739463888889
2,5,4,2770,1026,GRIM,55854,55869,55885,361066776,825,3016,8.49031888888889,47.3868955555556
2,3,14,2657,2396,SIHS,55860,55886,55909,350103704,837,3030,8.53512555555556,47.37206
2,6,23,2535,1570,LIND,55866,55865,55891,1460166412,720,2071,8.48684527777778,47.3887352777778
2,4,10,2248,1579,LOCH,55872,55978,55995,1438979783,961,2062,8.51772777777778,47.3753444444444
4,2,17,2774,2030,RATH,55878,55931,55945,1482220401,705,2054,8.54288833333333,47.3722288888889
3,8,9,2256,1608,LOEW,55884,55926,55945,1381091791,709,2058,8.537525,47.3760488888889
2,1,25,2788,3041,BTIE,55890,55941,56186,329318810,834,3026,8.56126166666667,47.3499594444444
4,3,13,2289,2395,SIHL,55896,55921,55940,355032525,821,3012,8.53748972222222,47.3801241666667
2,7,18,1535,48,ALBP,55902,55876,55908,348676079,832,3024,8.51051388888889,47.3781736111111
3,9,5,1305,1472,KUNS,55908,55966,55983,312023025,847,3040,8.54916722222222,47.3704416666667
6,5,3,2508,2689,TUNN,55914,55941,55953,312983891,969,3052,8.532945,47.3664675
4,5,1,2536,5001,BALN,55920,55943,55943,366727785,816,3007,8.49052777777778,47.3921108333333
2,2,19,2104,1845,OPER,55926,55931,55953,1519717513,700,2049,8.54772305555556,47.3653102777778
2,6,24,2818,137,BACH,55932,55936,55946,1460166700,720,2071,8.48299583333333,47.3889858333333
4,7,22,2630,718,TONA,55938,55937,55949,339772794,844,3037,8.51087277777778,47.3900888888889
2,9,9,2590,615,BURK,55944,55938,55955,337470521,968,3029,8.54176583333333,47.3666086111111
2,5,5,2244,1364,KAPP,55950,55959,55978,361067198,825,3016,8.49511694444444,47.3850619444444
3,7,14,2248,1579,LOCH,55956,56049,56065,210820331,812,3002,8.51772777777778,47.3753444444444
2,3,15,1528,1861,PARA,55962,56014,56052,350104167,837,3030,8.53938055555555,47.3697255555556
4,4,8,1574,799,EWYS,55968,56073,56111,1445150423,711,2061,8.52358638888889,47.3899791666667
10,2,5,2302,1100,HEGG,55974,56005,56018,299933016,868,3063,8.54530277777778,47.3788352777778
3,9,6,2641,1724,NEUM,55980,56053,56070,312023299,847,3040,8.54739888888889,47.3726444444444
3,8,10,2262,1366,SIHP,55986,56021,56047,1381092078,709,2058,8.53456472222222,47.3763380555556
2,2,20,2612,1456,KRES,55992,55997,56007,1519717774,700,2049,8.54991055555556,47.3629144444444
4,7,23,2575,2449,SPOW,55998,55999,56013,339773194,844,3037,8.50612,47.3915361111111
2,6,25,1310,821,FARB,56004,56022,56165,1460167074,720,2071,8.47936138888889,47.3907547222222
2,7,19,2245,1548,LETG,56010,55981,55998,348676680,832,3024,8.50382,47.3811588888889
6,1,3,2791,3045,ZUER,56016,56027,56032,297025623,985,3054,8.56442361111111,47.3787405555556
2,5,6,2253,883,FREI,56022,56033,56049,361067628,825,3016,8.49987083333333,47.3830302777778
3,7,15,2250,3019,ZYPR,56028,56110,56123,210820641,812,3002,8.51399138888889,47.3765941666667
2,8,14,1306,478,BEZI,56034,56103,56118,1462733900,714,2065,8.52586861111111,47.3739463888889
2,4,12,1306,478,BEZI,56040,56146,56156,1438980433,961,2062,8.52586861111111,47.3739463888889
4,1,25,2651,2907,WILD,56046,56092,56104,374247244,824,3015,8.5588925,47.3531038888889
5,5,10,1893,3026,ENGE,56052,56049,56072,1381801107,739,2093,8.53190444444444,47.3641386111111
4,5,3,2740,7,AARG,56058,56070,56081,366728699,816,3007,8.50270361111111,47.3922511111111
2,2,21,2689,832,FELD,56064,56060,56078,1519718150,700,2049,8.55231833333333,47.3602916666667
2,11,6,2612,1456,KRES,56070,56080,56094,333320295,840,3033,8.54991055555556,47.3629144444444
5,1,15,2845,1407,KFLU,56076,56141,56488,1475950118,948,2090,8.56027305555556,47.376595
2,7,20,2253,883,FREI,56082,56047,56066,348677055,832,3024,8.49987083333333,47.3830302777778
5,8,2,2315,1507,LANM,56088,56154,56165,1389380298,741,2095,8.54504166666667,47.3936886111111
2,5,7,2245,1548,LETG,56094,56096,56114,361068005,825,3016,8.50382,47.3811588888889
2,9,11,1528,1861,PARA,56100,56081,56119,337470966,968,3029,8.53938055555555,47.3697255555556
3,1,21,1905,1430,KLUS,56106,56339,56501,329857496,848,3041,8.56673861111111,47.3642266666667
2,8,15,1906,1357,KALK,56112,56173,56189,1462734264,714,2065,8.52153222222222,47.3742838888889
3,3,12,2262,1366,SIHP,56118,56188,56212,219373523,813,3004,8.53456472222222,47.3763380555556
5,4,2,2550,1519,LAUB,56124,56209,56224,1381663514,734,2087,8.51733638888889,47.3586536111111
2,6,1,1310,821,FARB,56130,56180,56180,1460167103,720,2071,8.47936138888889,47.3907547222222
2,2,22,2615,1286,HOES,56136,56127,56142,1519718485,700,2049,8.55483611111111,47.3578836111111
2,4,13,1502,2556,STAU,56142,56223,56260,1438980748,961,2062,8.53029722222222,47.3735897222222
4,2,20,2104,1845,OPER,56148,56185,56210,1482221259,705,2054,8.54772305555556,47.3653102777778
2,3,17,2590,615,BURK,56154,56172,56198,350104636,837,3030,8.54176583333333,47.3666086111111
7,8,29,1511,1660,MORG,56160,56301,56327,1524901590,735,2088,8.530365,47.3432575
3,10,3,1531,2124,ROEM,56166,56207,56220,230752417,814,3005,8.56037083333333,47.3680216666667
3,2,17,1305,1472,KUNS,56172,56215,56239,1496183239,713,2064,8.54916722222222,47.3704416666667
2,5,8,1535,48,ALBP,56178,56182,56211,361068601,825,3016,8.51051388888889,47.3781736111111
2,6,2,2818,137,BACH,56184,56226,56236,1460167439,720,2071,8.48299583333333,47.3889858333333
2,1,1,2788,3041,BTIE,56190,56197,56197,329318829,834,3026,8.56126166666667,47.3499594444444
