stop_seq,stop_name,passenger_on,passenger_off,passenger_load,seconds,route,latitude,longitude,trip_id,dir,vehno,timestop,timedoorclose,timepullout,doordwell,waitdwell,sincemidnight,hms,
39, EDDY ST&LAGUNA ST SE-FS/BZ,0,0,13,5,31,37.7822,-122.427,464,1,5500,5:02:05,5:02:05,5:02:05,00:00:00,00:00:00,18125,5:2:5
40, EDDY ST&GOUGH ST SW-NS/BZ,0,0,13,33,31,37.7824,-122.424,464,1,5500,5:02:33,5:02:42,5:03:12,00:00:09,00:00:30,18153,5:2:33
41, EDDY ST&VAN NESS AVE SE-FS/B,4,1,16,43,31,37.7829,-122.42,464,1,5500,5:04:43,5:05:02,5:05:02,00:00:19,00:00:00,18283,5:4:43
1, CLEMENT & 14 AVE SW-NS/BZ,5,0,5,15,2,37.7824,-122.473,524,1,8005,5:05:15,5:06:44,5:06:59,00:01:29,00:00:15,18315,5:5:15
36, VAN NESS AVE&MARKET ST NE-FS,0,0,0,23,49,37.7737,-122.419,531,1,7107,5:05:23,5:05:39,5:06:04,00:00:16,00:00:25,18323,5:5:23
50, MARKET ST&STEUART ST S-NS/SB,0,0,5,37,14,37.7944,-122.395,480,1,7118,5:05:37,5:05:37,5:05:37,00:00:00,00:00:00,18337,5:5:37
42, EDDY ST&POLK ST SE-FS/BZ,0,0,16,37,31,37.7831,-122.419,464,1,5500,5:05:37,5:05:54,5:05:54,00:00:17,00:00:00,18337,5:5:37
43, EDDY ST&LARKIN ST SE-FS/BZ,1,1,16,36,31,37.7833,-122.417,464,1,5500,5:06:36,5:06:49,5:06:49,00:00:13,00:00:00,18396,5:6:36
2, CLEMENT ST&12TH AVE SW-NS/BZ,2,0,7,17,2,37.7826,-122.471,524,1,8005,5:07:17,5:07:22,5:07:52,00:00:05,00:00:30,18437,5:7:17
44, EDDY ST&HYDE ST SE-FS/BZ,0,0,16,23,31,37.7836,-122.415,464,1,5500,5:07:23,5:07:23,5:07:23,00:00:00,00:00:00,18443,5:7:23
45, EDDY ST&LEAVENWORTH ST SE-FS,0,0,16,56,31,37.7837,-122.414,464,1,5500,5:07:56,5:07:56,5:07:56,00:00:00,00:00:00,18476,5:7:56
3, CLEMENT ST&10TH AVE SE-FS/BZ,0,0,7,17,2,37.7827,-122.468,524,1,8005,5:08:17,5:08:17,5:08:35,00:00:00,00:00:18,18497,5:8:17
37, VAN NESS AVE&GROVE ST NE-FS/,0,0,0,53,49,37.7785,-122.42,531,1,7107,5:08:53,5:09:17,5:09:17,00:00:24,00:00:00,18533,5:8:53
46, EDDY ST&JONES ST SE-FS/BZ,1,0,17,6,31,37.7839,-122.412,464,1,5500,5:09:06,5:09:13,5:09:13,00:00:07,00:00:00,18546,5:9:6
4, CLEMENT ST&8TH AVE SE-FS/BZ,2,0,9,17,2,37.7829,-122.465,524,1,8005,5:09:17,5:09:17,5:09:17,00:00:00,00:00:00,18557,5:9:17
33, MISSION ST&30TH ST NW-NS/BB,0,0,0,30,49,37.7412,-122.423,534,0,7120,5:09:30,5:09:30,5:09:30,00:00:00,00:00:00,18570,5:9:30
5, CLEMENT ST&6TH AVE SE-FS/BZ,0,0,9,31,2,37.783,-122.464,524,1,8005,5:09:31,5:09:31,5:09:31,00:00:00,00:00:00,18571,5:9:31
47, EDDY ST&TAYLOR ST SE-FS/BZ,0,0,17,44,31,37.7843,-122.41,464,1,5500,5:09:44,5:09:44,5:09:44,00:00:00,00:00:00,18584,5:9:44
38, VAN NESS AVE&MCALLISTER ST S,0,0,0,47,49,37.7802,-122.42,531,1,7107,5:09:47,5:09:47,5:09:47,00:00:00,00:00:00,18587,5:9:47
34, MISSION ST&CORTLAND AVE N-NS,0,0,0,50,49,37.7412,-122.423,534,0,7120,5:09:50,5:09:50,5:10:07,00:00:00,00:00:17,18590,5:9:50
1, STEUART ST&MISSION ST W-NS/B,1,0,1,55,14,37.7934,-122.394,538,0,7118,5:09:55,5:10:02,5:10:32,00:00:07,00:00:30,18595,5:9:55
51, STEUART ST&MISSION ST W- - EOL,0,0,5,55,14,37.7934,-122.394,480,1,7118,5:09:55,5:10:02,5:10:32,00:00:07,00:00:30,18595,5:9:55
6, CLEMENT ST&4TH AVE SE-FS/BZ,0,0,9,2,2,37.7831,-122.462,524,1,8005,5:10:02,5:10:02,5:10:02,00:00:00,00:00:00,18602,5:10:2
12, UNION ST&VAN NESS AVE SW-NS/,0,0,10,19,41,37.799,-122.42,524,1,7122,5:10:19,5:10:19,5:10:19,00:00:00,00:00:00,18619,5:10:19
11, UNION ST&GOUGH ST SW-NS/BZ,0,0,10,19,41,37.799,-122.42,524,1,7122,5:10:19,5:10:19,5:10:19,00:00:00,00:00:00,18619,5:10:19
13, UNION ST&POLK ST SW-NS/BZ,0,0,10,20,41,37.799,-122.42,524,1,7122,5:10:20,5:10:20,5:10:20,00:00:00,00:00:00,18620,5:10:20
39, VAN NESS AVE&TURK ST NE-FS/B,2,0,2,21,49,37.7822,-122.421,531,1,7107,5:10:21,5:10:29,5:10:29,00:00:08,00:00:00,18621,5:10:21
14, UNION ST&LARKIN ST SE-FS/BZ,4,0,14,28,41,37.799,-122.42,524,1,7122,5:10:28,5:10:34,5:10:34,00:00:06,00:00:00,18628,5:10:28
7, CLEMENT ST&2ND AVE SE-FS/BZ,0,0,9,32,2,37.7832,-122.46,524,1,8005,5:10:32,5:10:32,5:10:32,00:00:00,00:00:00,18632,5:10:32
35, MISSION ST&APPLETON AVE N-NS,0,0,0,33,49,37.7392,-122.424,534,0,7120,5:10:33,5:10:33,5:10:33,00:00:00,00:00:00,18633,5:10:33
48, EDDY ST&MASON ST SW-NS/BZ,0,0,17,37,31,37.784,-122.409,464,1,5500,5:10:37,5:10:37,5:10:37,00:00:00,00:00:00,18637,5:10:37
15, UNION ST&HYDE ST SW-NS/BZ,1,0,15,1,41,37.7992,-122.419,524,1,7122,5:11:01,5:11:19,5:11:19,00:00:18,00:00:00,18661,5:11:1
2, MISSION ST&SPEAR ST W-FS/BZ,0,0,1,2,14,37.7926,-122.394,538,0,7118,5:11:02,5:11:02,5:11:02,00:00:00,00:00:00,18662,5:11:2
36, MISSION ST&HIGHLAND AVE SW-F,0,0,0,3,49,37.7373,-122.424,534,0,7120,5:11:03,5:11:03,5:11:03,00:00:00,00:00:00,18663,5:11:3
8, ARGUELLO BLVD&EUCLID AVE SE-,0,0,9,17,2,37.7839,-122.459,524,1,8005,5:11:17,5:11:17,5:11:17,00:00:00,00:00:00,18677,5:11:17
49, MARKET ST&5TH ST S-NS/SI,0,5,12,23,31,37.7838,-122.408,464,1,5500,5:11:23,5:12:04,5:12:16,00:00:41,00:00:12,18683,5:11:23
40, VAN NESS AVE&EDDY ST NE-FS/B,1,0,3,25,49,37.7834,-122.421,531,1,7107,5:11:25,5:11:51,5:11:51,00:00:26,00:00:00,18685,5:11:25
37, MISSION ST&RICHLAND AVE SW-F,0,0,0,41,49,37.7355,-122.425,534,0,7120,5:11:41,5:11:41,5:11:41,00:00:00,00:00:00,18701,5:11:41
16, UNION ST&LEAVENWORTH ST SW-N,4,2,17,48,41,37.7995,-122.418,524,1,7122,5:11:48,5:11:58,5:11:58,00:00:10,00:00:00,18708,5:11:48
10, CALIFORNIA ST&ARGUELLO BLVD,0,0,9,1,2,37.7856,-122.459,524,1,8005,5:12:01,5:12:01,5:12:28,00:00:00,00:00:27,18721,5:12:1
38, MISSION ST&BOSWORTH ST SW-FS,0,0,0,16,49,37.7339,-122.426,534,0,7120,5:12:16,5:12:31,5:12:43,00:00:15,00:00:12,18736,5:12:16
17, UNION ST&JONES ST SW-NS/BZ,0,0,17,28,41,37.7997,-122.416,524,1,7122,5:12:28,5:12:28,5:12:28,00:00:00,00:00:00,18748,5:12:28
50, MARKET ST&4TH ST S-NS/SI,0,0,12,37,31,37.7856,-122.406,464,1,5500,5:12:37,5:12:45,5:13:00,00:00:08,00:00:15,18757,5:12:37
18, SAN BRUNO AVE&ARLETA AVE NE-,5,0,5,49,9,37.7126,-122.402,534,1,8401,5:12:49,5:13:11,5:13:11,00:00:22,00:00:00,18769,5:12:49
41, VAN NESS AVE&OFARRELL ST NE-,0,0,3,52,49,37.7848,-122.421,531,1,7107,5:12:52,5:12:52,5:12:52,00:00:00,00:00:00,18772,5:12:52
3, MISSION ST&BEALE ST W-FS/BZ,1,0,2,54,14,37.7902,-122.396,538,0,7118,5:12:54,5:13:08,5:13:08,00:00:14,00:00:00,18774,5:12:54
18, UNION ST&TAYLOR ST SW-NS/PS,0,0,17,56,41,37.7999,-122.414,524,1,7122,5:12:56,5:12:56,5:12:56,00:00:00,00:00:00,18776,5:12:56
39, 4080 MISSION ST NW-MB/BZ,0,0,0,1,49,37.7323,-122.428,534,0,7120,5:13:01,5:13:01,5:13:01,00:00:00,00:00:00,18781,5:13:1
19, UNION ST&MASON ST SW-NS/BZ,0,0,17,9,41,37.8,-122.413,524,1,7122,5:13:09,5:13:09,5:13:09,00:00:00,00:00:00,18789,5:13:9
